Age Range,SN,Price
"(20, 24]",Iarallo65,
"(20, 24]",Iaralrgue74,
"(20, 24]",Iaralsuir44,7.620000000000001
"(20, 24]",Iarilis73,
"(20, 24]",Iasrira89,6.25
"(20, 24]",Iasur80,3.3200000000000003
"(20, 24]",Iasurriacal29,
"(20, 24]",Iasursti71,1.66
"(20, 24]",Iathem87,
"(20, 24]",Iathenudil29,
"(20, 24]",Idacal95,
"(20, 24]",Idai61,
"(20, 24]",Idaidil28,
"(20, 24]",Idairin51,
"(20, 24]",Idaisuir85,
"(20, 24]",Idastidru52,15.45
"(20, 24]",Iduelis31,1.1
"(20, 24]",Iduenu77,
"(20, 24]",Ilaesudil92,
"(20, 24]",Ilarin91,12.7
"(20, 24]",Ilassa51,
"(20, 24]",Ilassast39,
"(20, 24]",Ilast79,
"(20, 24]",Ilastilis78,
"(20, 24]",Ili43,
"(20, 24]",Ililsan66,
"(20, 24]",Ililsasya43,
"(20, 24]",Ilimya66,
"(20, 24]",Ilirrasda54,
"(20, 24]",Ilista82,1.14
"(20, 24]",Iljask75,3.61
"(20, 24]",Ilmol66,
"(20, 24]",Ilosia37,7.35
"(20, 24]",Ilosian36,
"(20, 24]",Ilosianya35,
"(20, 24]",Ilunyon70,
"(20, 24]",Ina92,
"(20, 24]",Inasti31,
"(20, 24]",Inasuir29,
"(20, 24]",Indcil77,
"(20, 24]",Indirrian56,
"(20, 24]",Indonmol95,
"(20, 24]",Ingatcil75,1.56
"(20, 24]",Inguron55,11.11
"(20, 24]",Iral74,13.619999999999997
"(20, 24]",Iri67,
"(20, 24]",Irilis75,
"(20, 24]",Irillo49,
"(20, 24]",Irith83,
"(20, 24]",Irithlis29,4.86
"(20, 24]",Iskadarya95,
"(20, 24]",Iskichinya81,4.9399999999999995
"(20, 24]",Iskim66,
"(20, 24]",Iskim96,
"(20, 24]",Iskirra45,3.03
"(20, 24]",Iskjaskst81,
"(20, 24]",Iskosia90,1.44
"(20, 24]",Iskosian40,
"(20, 24]",Iskossasda43,
"(20, 24]",Isri34,
"(20, 24]",Isty55,
"(20, 24]",Isurria36,1.02
"(20, 24]",Isursti83,1.54
"(20, 24]",Isursuir31,
"(20, 24]",Ithergue48,4.88
"(20, 24]",Itheria73,
"(20, 24]",Jeyciman68,2.05
"(20, 24]",Jiskadarst60,
"(20, 24]",Jiskassa76,1.87
"(20, 24]",Jiskimsda56,
"(20, 24]",Jiskimya77,
"(20, 24]",Jiskirran77,
"(20, 24]",Jiskjask60,2.22
"(20, 24]",Jiskjask80,
"(20, 24]",Jiskjask85,
"(20, 24]",Jiskossa61,3.16
"(20, 24]",Laedallo55,
"(20, 24]",Lalossa38,
"(20, 24]",Lamil79,
"(20, 24]",Lassadarsda57,
"(20, 24]",Lassassasda30,
"(20, 24]",Lassassast73,
"(20, 24]",Lassilsala30,11.510000000000002
"(20, 24]",Lassimla92,
"(20, 24]",Lassirrasda85,
"(20, 24]",Lassjask63,
"(20, 24]",Lassjaskan73,2.5
"(20, 24]",Layjask75,1.7
"(20, 24]",Leetirraya83,6.58
"(20, 24]",Leyirra83,7.300000000000001
"(20, 24]",Liawista80,
"(20, 24]",Lirtassa52,
"(20, 24]",Lirtassan78,
"(20, 24]",Lirtastan49,
"(20, 24]",Lirtastsda29,
"(20, 24]",Lirtastsya71,5.43
"(20, 24]",Lirtilsa71,4.94
"(20, 24]",Lirtilsa72,7.33
"(20, 24]",Lirtim36,
"(20, 24]",Lirtimst73,4.38
"(20, 24]",Lirtirra37,
"(20, 24]",Lirtirra81,
"(20, 24]",Lirtistanya48,6.300000000000001
"(20, 24]",Lirtosia63,
"(20, 24]",Lirtossa60,4.5600000000000005
"(20, 24]",Lirtossa84,
"(20, 24]",Lisadar44,
"(20, 24]",Lisasi93,
"(20, 24]",Lisassa64,2.89
"(20, 24]",Lisassala98,
"(20, 24]",Lisassasda39,
"(20, 24]",Lisassasta50,
"(20, 24]",Lisast87,
"(20, 24]",Lisast98,3.97
"(20, 24]",Lisico81,
"(20, 24]",Lisilsa62,
"(20, 24]",Lisim51,5.66
"(20, 24]",Lisim78,
"(20, 24]",Lisiriya82,
"(20, 24]",Lisirra25,
"(20, 24]",Lisirra58,
"(20, 24]",Lisirra87,
"(20, 24]",Lisista27,
"(20, 24]",Lisista54,3.83
"(20, 24]",Lisista63,
"(20, 24]",Lisjaskan36,
"(20, 24]",Lisjaskya84,
"(20, 24]",Lisopela58,8.86
"(20, 24]",Lisosia66,3.65
"(20, 24]",Lisosia93,
"(20, 24]",Lisossa25,3.12
"(20, 24]",Lisossa46,
"(20, 24]",Lisossala30,
"(20, 24]",Lisossanya98,
"(20, 24]",Lisotesta51,
"(20, 24]",Lisovynya38,
"(20, 24]",Malarrian73,
"(20, 24]",Malil90,2.18
"(20, 24]",Malon70,2.38
"(20, 24]",Maluncil97,
"(20, 24]",Malunil62,
"(20, 24]",Maradaran90,
"(20, 24]",Maradarnya40,
"(20, 24]",Marassa62,4.35
"(20, 24]",Marast30,
"(20, 24]",Maridisya31,
"(20, 24]",Marilsa69,
"(20, 24]",Marilsanya48,
"(20, 24]",Marilsasya33,
"(20, 24]",Marim28,
"(20, 24]",Marirrasta50,
"(20, 24]",Marjask87,
"(20, 24]",Marokian45,3.53
"(20, 24]",Maropast28,4.76
"(20, 24]",Marughi89,2.18
"(20, 24]",Marundi65,1.75
"(20, 24]",Marynde90,
"(20, 24]",Meosridil82,
"(20, 24]",Mindadaran26,
"(20, 24]",Mindesi74,5.48
"(20, 24]",Mindetosya30,3.16
"(20, 24]",Mindilsa34,2.37
"(20, 24]",Mindilsa60,1.28
"(20, 24]",Mindimnya67,4.18
"(20, 24]",Mindirranya33,
"(20, 24]",Mindista32,4.23
"(20, 24]",Mindjasksya61,
"(20, 24]",Mindossa76,
"(20, 24]",Minduli80,
"(20, 24]",Minduri31,
"(20, 24]",Nitherian58,
"(20, 24]",Palatyon26,2.37
"(20, 24]",Palyon91,3.39
"(20, 24]",Peorith44,3.44
"(20, 24]",Phaedasurap84,
"(20, 24]",Phaedue89,3.85
"(20, 24]",Phaelap26,
"(20, 24]",Phaena87,
"(20, 24]",Phaestycal84,3.97
"(20, 24]",Pheodai94,
"(20, 24]",Pheodaisun84,
"(20, 24]",Pheosrinudeu70,
"(20, 24]",Pheosurllorin41,5.38
"(20, 24]",Pheulidil31,
"(20, 24]",Pheusrical25,3.82
"(20, 24]",Pheutherin27,4.18
"(20, 24]",Phiallylis33,
"(20, 24]",Phiarithdeu40,
"(20, 24]",Philodil43,
"(20, 24]",Phiristi62,
"(20, 24]",Phistym51,
"(20, 24]",Phistyn52,1.63
"(20, 24]",Phyali88,
"(20, 24]",Poshilsa82,
"(20, 24]",Qarirwen82,
"(20, 24]",Qilalista41,1.02
"(20, 24]",Qilanrion65,
"(20, 24]",Qilatista90,
"(20, 24]",Qilunan34,4.58
"(20, 24]",Quaecjask96,
"(20, 24]",Quanenrian83,
"(20, 24]",Quanrion96,3.08
"(20, 24]",Quanunwen42,3.49
"(20, 24]",Quaranmol58,3.33
"(20, 24]",Quarrion42,4.23
"(20, 24]",Quilassa66,
"(20, 24]",Quinarap53,
"(20, 24]",Raesty92,
"(20, 24]",Raillydeu47,
"(20, 24]",Rairin89,3.45
"(20, 24]",Rairith81,
"(20, 24]",Raisty38,
"(20, 24]",Rarallo90,
"(20, 24]",Rastynusuir31,
"(20, 24]",Raysistast71,
"(20, 24]",Reulae52,
"(20, 24]",Reunasu60,8.82
"(20, 24]",Rianistast50,4.23
"(20, 24]",Rilaera56,
"(20, 24]",Ririp86,
"(20, 24]",Risty84,
"(20, 24]",Ristydru66,
"(20, 24]",Rithe53,
"(20, 24]",Ryanara76,
"(20, 24]",Saedaiphos46,
"(20, 24]",Saelaephos52,6.359999999999999
"(20, 24]",Saena74,4.74
"(20, 24]",Saena89,3.41
"(20, 24]",Saerallora71,4.43
"(20, 24]",Saesrideu94,
"(20, 24]",Saida58,
"(20, 24]",Saisrilis27,
"(20, 24]",Saistyphos30,
"(20, 24]",Salilis27,
"(20, 24]",Sally64,
"(20, 24]",Sastydeu50,
"(20, 24]",Sausosia74,6.609999999999999
"(20, 24]",Seolollo93,
"(20, 24]",Seosrim97,
"(20, 24]",Seudaillorap38,
"(20, 24]",Seuthep89,
"(20, 24]",Shaidanu32,3.08
"(20, 24]",Shidai42,
"(20, 24]",Siala43,
"(20, 24]",Siallylis44,
"(20, 24]",Siana77,
"(20, 24]",Siarithria38,
"(20, 24]",Sida61,
"(20, 24]",Sidap51,
"(20, 24]",Silaera56,8.48
"(20, 24]",Siralsudeu54,
"(20, 24]",Sisur91,
"(20, 24]",Smaistysu35,
"(20, 24]",Sondadar26,
"(20, 24]",Sondadarya58,
"(20, 24]",Sondassan80,
"(20, 24]",Sondassasya91,3.81
"(20, 24]",Sondastsda82,7.890000000000001
"(20, 24]",Sondilsaya62,3.14
"(20, 24]",Sondim68,5.66
"(20, 24]",Sondim73,
"(20, 24]",Sondimla25,
"(20, 24]",Sondistanya61,
"(20, 24]",Sondossa69,
"(20, 24]",Strithenu87,
"(20, 24]",Styaduen40,
"(20, 24]",Sundadar27,
"(20, 24]",Sundadarla27,2.85
"(20, 24]",Sundassa93,
"(20, 24]",Sundim98,4.75
"(20, 24]",Sundirrala66,
"(20, 24]",Sundista37,
"(20, 24]",Sundjask71,
"(20, 24]",Syally44,
"(20, 24]",Syalollorap93,4.24
"(20, 24]",Syathe73,
"(20, 24]",Syathecal44,
"(20, 24]",Taeduenu92,
"(20, 24]",Thourdirra92,
"(20, 24]",Thrientossa55,
"(20, 24]",Thryallym62,2.05
"(20, 24]",Tyaedainu44,
"(20, 24]",Tyaelaelis94,
"(20, 24]",Tyaelistidru84,
"(20, 24]",Tyaelly53,
"(20, 24]",Tyaelo67,
"(20, 24]",Tyaelorap29,
"(20, 24]",Tyaenasti87,4.4
"(20, 24]",Tyaerith73,
"(20, 24]",Tyalaesu89,
"(20, 24]",Tyananurgue44,
"(20, 24]",Tyarithn67,
"(20, 24]",Tyeoralru41,
"(20, 24]",Tyeosri53,5.92
"(20, 24]",Tyeudariasuir90,3.58
"(20, 24]",Tyeuduen32,4.05
"(20, 24]",Tyeurith29,
"(20, 24]",Tyialisti80,4.14
"(20, 24]",Tyialisudeu65,5.050000000000001
"(20, 24]",Tyida79,7.390000000000001
"(20, 24]",Tyidaim51,
"(20, 24]",Tyidainu31,
"(20, 24]",Tyirinu79,4.24
"(20, 24]",Tyisur83,5.359999999999999
"(20, 24]",Umolrian85,
"(20, 24]",Undare39,4.04
"(20, 24]",Undassa89,
"(20, 24]",Undilsan50,1.79
"(20, 24]",Undimsya85,
"(20, 24]",Undirra73,
"(20, 24]",Undirrala66,5.470000000000001
"(20, 24]",Undirrasta89,
"(20, 24]",Undista85,3.45
"(20, 24]",Undjask33,1.1
"(20, 24]",Undjaskla97,
"(20, 24]",Undosia27,
"(20, 24]",Undosian34,8.3
"(20, 24]",Undotesta33,
"(20, 24]",Wailin72,2.73
"(20, 24]",Yadacal26,
"(20, 24]",Yadaisuir65,
"(20, 24]",Yadam35,
"(20, 24]",Yadanu52,
"(20, 24]",Yadaphos40,
"(20, 24]",Yalae81,6.6899999999999995
"(20, 24]",Yalaeria91,
"(20, 24]",Yaliru88,
"(20, 24]",Yalo85,
"(20, 24]",Yalostiphos68,
"(20, 24]",Yana46,
"(20, 24]",Yarithllodeu72,3.75
"(20, 24]",Yarithrgue83,
"(20, 24]",Yarithrin84,
"(20, 24]",Yarithsurgue62,
"(20, 24]",Yarolwen77,
"(20, 24]",Yasrisu92,
"(20, 24]",Yastyriaphos75,4.75
"(20, 24]",Yasur35,
"(20, 24]",Yasur85,1.1
"(20, 24]",Yathecal72,
"(20, 24]",Yathecal82,
"(20, 24]",Yathedeu43,6.02
"(20, 24]",Yoishirrala98,
"(20, 24]",Zhisrisu83,
"(20, 24]",Zontibe81,8.03
"(24, 28]",Adairialis76,
"(24, 28]",Adastirin33,
"(24, 28]",Aeda94,
"(24, 28]",Aela59,
"(24, 28]",Aelaria33,
"(24, 28]",Aelastirin39,
"(24, 28]",Aelidru27,
"(24, 28]",Aelin32,
"(24, 28]",Aelly27,
"(24, 28]",Aellynun67,3.74
"(24, 28]",Aellyria80,
"(24, 28]",Aelollo59,
"(24, 28]",Aenarap34,
"(24, 28]",Aeral43,
"(24, 28]",Aeral68,
"(24, 28]",Aeral97,
"(24, 28]",Aeralria27,
"(24, 28]",Aeralstical35,
"(24, 28]",Aeri84,
"(24, 28]",Aerillorin70,
"(24, 28]",Aerithllora36,
"(24, 28]",Aerithnucal56,
"(24, 28]",Aerithnuphos61,
"(24, 28]",Aerithriaphos45,
"(24, 28]",Aerithriaphos46,
"(24, 28]",Aesri53,
"(24, 28]",Aesty53,
"(24, 28]",Aestysu37,5.38
"(24, 28]",Aesur96,
"(24, 28]",Aesurstilis64,1.03
"(24, 28]",Aethedru70,
"(24, 28]",Aidai53,
"(24, 28]",Aidai61,
"(24, 28]",Aidai73,
"(24, 28]",Aidaillodeu39,
"(24, 28]",Aidain51,
"(24, 28]",Aidaira26,
"(24, 28]",Aiduecal76,
"(24, 28]",Aiduesu86,
"(24, 28]",Aillyriadru65,
"(24, 28]",Aillyrin83,
"(24, 28]",Aina42,9.219999999999999
"(24, 28]",Aina43,
"(24, 28]",Airi27,
"(24, 28]",Aisur51,1.14
"(24, 28]",Aisurdru79,
"(24, 28]",Aisurria69,
"(24, 28]",Aithelis62,
"(24, 28]",Alaephos75,
"(24, 28]",Alaesu77,
"(24, 28]",Alaesu91,3.45
"(24, 28]",Alarap40,
"(24, 28]",Ali84,
"(24, 28]",Alim85,2.5
"(24, 28]",Alo38,
"(24, 28]",Anallorgue57,
"(24, 28]",Ardcil81,
"(24, 28]",Ardonmol96,
"(24, 28]",Arin32,9.09
"(24, 28]",Arirgue63,
"(24, 28]",Assassa81,3.39
"(24, 28]",Assassasta79,
"(24, 28]",Assastnya25,
"(24, 28]",Assehoan67,1.75
"(24, 28]",Assesi91,
"(24, 28]",Assilsan72,
"(24, 28]",Assim27,
"(24, 28]",Assirra56,
"(24, 28]",Assistasda42,
"(24, 28]",Assistasda90,4.35
"(24, 28]",Assjaskan56,2.96
"(24, 28]",Assjaskan73,
"(24, 28]",Assosia88,
"(24, 28]",Assylla81,
"(24, 28]",Asty82,3.09
"(24, 28]",Asur53,7.4399999999999995
"(24, 28]",Asur96,
"(24, 28]",Baelollodeu94,
"(24, 28]",Bartassaya73,6.12
"(24, 28]",Caesrinusuir82,
"(24, 28]",Ceoral34,
"(24, 28]",Chadadarla74,
"(24, 28]",Chadilsasta32,
"(24, 28]",Chadirra90,
"(24, 28]",Chadista79,
"(24, 28]",Chadistaya75,
"(24, 28]",Chadjask77,
"(24, 28]",Chadjask85,
"(24, 28]",Chadolyla44,
"(24, 28]",Chadossa56,
"(24, 28]",Chadossa89,
"(24, 28]",Chamadar79,
"(24, 28]",Chamadarnya73,
"(24, 28]",Chamadarsda63,
"(24, 28]",Chamalo71,
"(24, 28]",Chamassasya86,
"(24, 28]",Chamast86,
"(24, 28]",Chamastya76,
"(24, 28]",Chamilsala65,
"(24, 28]",Chamiman85,
"(24, 28]",Chamimla73,
"(24, 28]",Chamimla85,
"(24, 28]",Chamirra53,
"(24, 28]",Chamirrasya33,
"(24, 28]",Chamirraya83,2.22
"(24, 28]",Chamistast30,
"(24, 28]",Chamjask73,
"(24, 28]",Chamjaskya75,
"(24, 28]",Chamossa77,
"(24, 28]",Chanadar44,3.19
"(24, 28]",Chanastnya43,
"(24, 28]",Chanastsda67,
"(24, 28]",Chanastst38,
"(24, 28]",Chanastya70,
"(24, 28]",Chanilsasda38,
"(24, 28]",Chanilsast61,
"(24, 28]",Chanirra64,1.54
"(24, 28]",Chanirra79,
"(24, 28]",Chanirrala39,
"(24, 28]",Chanirrasta87,
"(24, 28]",Chanista95,
"(24, 28]",Chanjask65,
"(24, 28]",Chanjaskan89,
"(24, 28]",Chanosia34,
"(24, 28]",Chanosia60,
"(24, 28]",Chanosian48,
"(24, 28]",Chanosiaya39,
"(24, 28]",Chanossanya44,
"(24, 28]",Chanossast57,
"(24, 28]",Chanuchi25,
"(24, 28]",Cosadar58,
"(24, 28]",Dyally87,
"(24, 28]",Ealiril69,
"(24, 28]",Ealrion88,
"(24, 28]",Ennalmol65,
"(24, 28]",Ennoncil86,
"(24, 28]",Ennrian78,
"(24, 28]",Eodailis27,
"(24, 28]",Eodairu79,
"(24, 28]",Eodaisu60,
"(24, 28]",Eolan54,
"(24, 28]",Eoral49,
"(24, 28]",Eoralrap26,
"(24, 28]",Eosrirgue62,
"(24, 28]",Eosurdru76,
"(24, 28]",Eratiel90,
"(24, 28]",Ermol76,
"(24, 28]",Errian63,3.49
"(24, 28]",Eryon48,
"(24, 28]",Ethralista69,
"(24, 28]",Ethrasyon38,2.04
"(24, 28]",Ethriel85,
"(24, 28]",Ethron58,
"(24, 28]",Eudanu32,
"(24, 28]",Eudanu84,
"(24, 28]",Eulae84,3.87
"(24, 28]",Eulaestira36,
"(24, 28]",Eulanurin88,1.79
"(24, 28]",Eulasuir89,
"(24, 28]",Eulolis41,
"(24, 28]",Eurisuru25,
"(24, 28]",Eurithphos97,
"(24, 28]",Eusri26,3.27
"(24, 28]",Eusri44,
"(24, 28]",Eusri70,
"(24, 28]",Eustyria89,
"(24, 28]",Eusur90,
"(24, 28]",Eusurdeu49,
"(24, 28]",Euthe35,
"(24, 28]",Eyircil84,
"(24, 28]",Eyista89,
"(24, 28]",Eyrian71,
"(24, 28]",Farrian71,
"(24, 28]",Farusrian86,
"(24, 28]",Filrion59,4.64
"(24, 28]",Filrion83,
"(24, 28]",Filurarn35,
"(24, 28]",Firan91,
"(24, 28]",Firatan58,
"(24, 28]",Firon67,
"(24, 28]",Fironon91,
"(24, 28]",Frichadar89,
"(24, 28]",Frichadaran88,5.890000000000001
"(24, 28]",Frichast28,
"(24, 28]",Frichaststa61,
"(24, 28]",Frichaya88,
"(24, 28]",Frichilsa31,
"(24, 28]",Frichim77,
"(24, 28]",Frichirranya75,
"(24, 28]",Frichjask31,
"(24, 28]",Frichjaskan98,1.02
"(24, 28]",Frichocesta66,
"(24, 28]",Frichosia58,
"(24, 28]",Frichosiala98,
"(24, 28]",Frichossala54,
"(24, 28]",Frichynde86,
"(24, 28]",Hada39,
"(24, 28]",Haedairiadru51,
"(24, 28]",Haeladil46,
"(24, 28]",Haellysu29,
"(24, 28]",Haerith37,
"(24, 28]",Haerithp41,
"(24, 28]",Haestyphos66,
"(24, 28]",Hailaphos89,
"(24, 28]",Haillyrgue51,
"(24, 28]",Haisrisuir60,
"(24, 28]",Haisurra41,
"(24, 28]",Hala31,
"(24, 28]",Halaecal66,
"(24, 28]",Hallysucal81,1.66
"(24, 28]",Hari50,
"(24, 28]",Hariphos58,
"(24, 28]",Heollyra92,
"(24, 28]",Heollyriap59,
"(24, 28]",Heosurnuru52,
"(24, 28]",Heudai45,
"(24, 28]",Heuli25,
"(24, 28]",Heunadil74,
"(24, 28]",Hiaral50,
"(24, 28]",Hiarideu73,
"(24, 28]",Hiasri33,
"(24, 28]",Hiasurria41,
"(24, 28]",Hilaerin92,
"(24, 28]",Hiral75,
"(24, 28]",Hirirap39,
"(24, 28]",Hisridru55,
"(24, 28]",Hyaduesu61,
"(24, 28]",Iadueria43,
"(24, 28]",Ialallo29,
"(24, 28]",Ialidru40,
"(24, 28]",Iana95,
"(24, 28]",Iarallo65,1.75
"(24, 28]",Iaralrgue74,
"(24, 28]",Iaralsuir44,
"(24, 28]",Iarilis73,
"(24, 28]",Iasrira89,
"(24, 28]",Iasur80,
"(24, 28]",Iasurriacal29,
"(24, 28]",Iasursti71,
"(24, 28]",Iathem87,
"(24, 28]",Iathenudil29,
"(24, 28]",Idacal95,
"(24, 28]",Idai61,
"(24, 28]",Idaidil28,
"(24, 28]",Idairin51,
"(24, 28]",Idaisuir85,
"(24, 28]",Idastidru52,
"(24, 28]",Iduelis31,
"(24, 28]",Iduenu77,
"(24, 28]",Ilaesudil92,4.35
"(24, 28]",Ilarin91,
"(24, 28]",Ilassa51,
"(24, 28]",Ilassast39,
"(24, 28]",Ilast79,
"(24, 28]",Ilastilis78,
"(24, 28]",Ili43,
"(24, 28]",Ililsan66,
"(24, 28]",Ililsasya43,
"(24, 28]",Ilimya66,
"(24, 28]",Ilirrasda54,
"(24, 28]",Ilista82,
"(24, 28]",Iljask75,
"(24, 28]",Ilmol66,
"(24, 28]",Ilosia37,
"(24, 28]",Ilosian36,
"(24, 28]",Ilosianya35,
"(24, 28]",Ilunyon70,
"(24, 28]",Ina92,
"(24, 28]",Inasti31,
"(24, 28]",Inasuir29,
"(24, 28]",Indcil77,
"(24, 28]",Indirrian56,
"(24, 28]",Indonmol95,
"(24, 28]",Ingatcil75,
"(24, 28]",Inguron55,
"(24, 28]",Iral74,
"(24, 28]",Iri67,
"(24, 28]",Irilis75,
"(24, 28]",Irillo49,
"(24, 28]",Irith83,
"(24, 28]",Irithlis29,
"(24, 28]",Iskadarya95,
"(24, 28]",Iskichinya81,
"(24, 28]",Iskim66,
"(24, 28]",Iskim96,
"(24, 28]",Iskirra45,
"(24, 28]",Iskjaskst81,
"(24, 28]",Iskosia90,
"(24, 28]",Iskosian40,
"(24, 28]",Iskossasda43,
"(24, 28]",Isri34,
"(24, 28]",Isty55,
"(24, 28]",Isurria36,
"(24, 28]",Isursti83,
"(24, 28]",Isursuir31,
"(24, 28]",Ithergue48,
"(24, 28]",Itheria73,
"(24, 28]",Jeyciman68,
"(24, 28]",Jiskadarst60,
"(24, 28]",Jiskassa76,
"(24, 28]",Jiskimsda56,1.14
"(24, 28]",Jiskimya77,
"(24, 28]",Jiskirran77,
"(24, 28]",Jiskjask60,
"(24, 28]",Jiskjask80,
"(24, 28]",Jiskjask85,
"(24, 28]",Jiskossa61,
"(24, 28]",Laedallo55,
"(24, 28]",Lalossa38,3.77
"(24, 28]",Lamil79,
"(24, 28]",Lassadarsda57,6.49
"(24, 28]",Lassassasda30,
"(24, 28]",Lassassast73,
"(24, 28]",Lassilsala30,
"(24, 28]",Lassimla92,8.17
"(24, 28]",Lassirrasda85,
"(24, 28]",Lassjask63,
"(24, 28]",Lassjaskan73,
"(24, 28]",Layjask75,
"(24, 28]",Leetirraya83,
"(24, 28]",Leyirra83,
"(24, 28]",Liawista80,2.27
"(24, 28]",Lirtassa52,
"(24, 28]",Lirtassan78,
"(24, 28]",Lirtastan49,
"(24, 28]",Lirtastsda29,
"(24, 28]",Lirtastsya71,
"(24, 28]",Lirtilsa71,
"(24, 28]",Lirtilsa72,
"(24, 28]",Lirtim36,
"(24, 28]",Lirtimst73,
"(24, 28]",Lirtirra37,3.14
"(24, 28]",Lirtirra81,
"(24, 28]",Lirtistanya48,
"(24, 28]",Lirtosia63,
"(24, 28]",Lirtossa60,
"(24, 28]",Lirtossa84,
"(24, 28]",Lisadar44,1.98
"(24, 28]",Lisasi93,
"(24, 28]",Lisassa64,
"(24, 28]",Lisassala98,
"(24, 28]",Lisassasda39,
"(24, 28]",Lisassasta50,1.94
"(24, 28]",Lisast87,
"(24, 28]",Lisast98,
"(24, 28]",Lisico81,
"(24, 28]",Lisilsa62,4.88
"(24, 28]",Lisim51,
"(24, 28]",Lisim78,
"(24, 28]",Lisiriya82,
"(24, 28]",Lisirra25,
"(24, 28]",Lisirra58,
"(24, 28]",Lisirra87,
"(24, 28]",Lisista27,
"(24, 28]",Lisista54,
"(24, 28]",Lisista63,
"(24, 28]",Lisjaskan36,
"(24, 28]",Lisjaskya84,2.89
"(24, 28]",Lisopela58,
"(24, 28]",Lisosia66,
"(24, 28]",Lisosia93,18.96
"(24, 28]",Lisossa25,
"(24, 28]",Lisossa46,2.5
"(24, 28]",Lisossala30,
"(24, 28]",Lisossanya98,
"(24, 28]",Lisotesta51,
"(24, 28]",Lisovynya38,
"(24, 28]",Malarrian73,
"(24, 28]",Malil90,
"(24, 28]",Malon70,
"(24, 28]",Maluncil97,5.28
"(24, 28]",Malunil62,
"(24, 28]",Maradaran90,
"(24, 28]",Maradarnya40,
"(24, 28]",Marassa62,
"(24, 28]",Marast30,
"(24, 28]",Maridisya31,3.08
"(24, 28]",Marilsa69,5.25
"(24, 28]",Marilsanya48,3.03
"(24, 28]",Marilsasya33,
"(24, 28]",Marim28,4.33
"(24, 28]",Marirrasta50,
"(24, 28]",Marjask87,
"(24, 28]",Marokian45,
"(24, 28]",Maropast28,
"(24, 28]",Marughi89,
"(24, 28]",Marundi65,
"(24, 28]",Marynde90,
"(24, 28]",Meosridil82,
"(24, 28]",Mindadaran26,
"(24, 28]",Mindesi74,
"(24, 28]",Mindetosya30,
"(24, 28]",Mindilsa34,
"(24, 28]",Mindilsa60,
"(24, 28]",Mindimnya67,
"(24, 28]",Mindirranya33,
"(24, 28]",Mindista32,
"(24, 28]",Mindjasksya61,
"(24, 28]",Mindossa76,
"(24, 28]",Minduli80,1.44
"(24, 28]",Minduri31,
"(24, 28]",Nitherian58,3.6899999999999995
"(24, 28]",Palatyon26,
"(24, 28]",Palyon91,
"(24, 28]",Peorith44,
"(24, 28]",Phaedasurap84,
"(24, 28]",Phaedue89,
"(24, 28]",Phaelap26,6.640000000000001
"(24, 28]",Phaena87,
"(24, 28]",Phaestycal84,
"(24, 28]",Pheodai94,
"(24, 28]",Pheodaisun84,
"(24, 28]",Pheosrinudeu70,
"(24, 28]",Pheosurllorin41,
"(24, 28]",Pheulidil31,
"(24, 28]",Pheusrical25,
"(24, 28]",Pheutherin27,
"(24, 28]",Phiallylis33,
"(24, 28]",Phiarithdeu40,
"(24, 28]",Philodil43,
"(24, 28]",Phiristi62,1.79
"(24, 28]",Phistym51,
"(24, 28]",Phistyn52,
"(24, 28]",Phyali88,
"(24, 28]",Poshilsa82,
"(24, 28]",Qarirwen82,
"(24, 28]",Qilalista41,
"(24, 28]",Qilanrion65,
"(24, 28]",Qilatista90,
"(24, 28]",Qilunan34,
"(24, 28]",Quaecjask96,
"(24, 28]",Quanenrian83,
"(24, 28]",Quanrion96,
"(24, 28]",Quanunwen42,
"(24, 28]",Quaranmol58,
"(24, 28]",Quarrion42,
"(24, 28]",Quilassa66,
"(24, 28]",Quinarap53,
"(24, 28]",Raesty92,
"(24, 28]",Raillydeu47,
"(24, 28]",Rairin89,
"(24, 28]",Rairith81,
"(24, 28]",Raisty38,
"(24, 28]",Rarallo90,
"(24, 28]",Rastynusuir31,
"(24, 28]",Raysistast71,
"(24, 28]",Reulae52,
"(24, 28]",Reunasu60,
"(24, 28]",Rianistast50,
"(24, 28]",Rilaera56,
"(24, 28]",Ririp86,4.94
"(24, 28]",Risty84,4.6
"(24, 28]",Ristydru66,1.87
"(24, 28]",Rithe53,
"(24, 28]",Ryanara76,3.47
"(24, 28]",Saedaiphos46,
"(24, 28]",Saelaephos52,
"(24, 28]",Saena74,
"(24, 28]",Saena89,
"(24, 28]",Saerallora71,
"(24, 28]",Saesrideu94,
"(24, 28]",Saida58,
"(24, 28]",Saisrilis27,
"(24, 28]",Saistyphos30,
"(24, 28]",Salilis27,
"(24, 28]",Sally64,1.33
"(24, 28]",Sastydeu50,
"(24, 28]",Sausosia74,
"(24, 28]",Seolollo93,
"(24, 28]",Seosrim97,
"(24, 28]",Seudaillorap38,6.71
"(24, 28]",Seuthep89,
"(24, 28]",Shaidanu32,
"(24, 28]",Shidai42,
"(24, 28]",Siala43,
"(24, 28]",Siallylis44,
"(24, 28]",Siana77,
"(24, 28]",Siarithria38,
"(24, 28]",Sida61,
"(24, 28]",Sidap51,
"(24, 28]",Silaera56,
"(24, 28]",Siralsudeu54,
"(24, 28]",Sisur91,
"(24, 28]",Smaistysu35,
